Name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,Status,Finish,Maybeboard,Image URL,Image Back URL,Tags,Notes,MTGO ID
"Curiosity",1,"Enchantment - Aura",U,"8ed","72",uncommon,u,Owned,Non-foil,false,,,"Faithful Looting","",19559
"Opt",1,"Instant",U,"sld","111",rare,u,Owned,Non-foil,false,,,"Faithful Looting","",
"Spectral Sailor",1,"Creature - Spirit Pirate",U,"jmp","178",uncommon,u,Owned,Non-foil,false,,,"Faithful Looting","",
"Faerie Vandal",2,"Creature - Faerie Rogue",U,"znc","26",uncommon,u,Owned,Non-foil,false,,,"Faithful Looting","",
"Ominous Seas",2,"Enchantment",U,"iko","61",uncommon,u,Owned,Non-foil,false,,,"Faithful Looting","",80131
"Chemister's Insight",4,"Instant",U,"c20","108",uncommon,u,Owned,Non-foil,false,,,"Faithful Looting","",
"Faithless Looting",1,"Sorcery",R,"ddk","59",common,r,Owned,Non-foil,false,,,"Faithful Looting","",48125
"Fire Prophecy",2,"Instant",R,"iko","116",common,r,Owned,Non-foil,false,,,"Faithful Looting","",80241
"Irencrag Pyromancer",3,"Creature - Human Wizard",R,"eld","128",rare,r,Owned,Non-foil,false,,,"Faithful Looting","",78382
"Improbable Alliance",2,"Enchantment",RU,"eld","193",uncommon,m,Owned,Non-foil,false,,,"Faithful Looting","",78530
"Talisman of Creativity",2,"Artifact",UR,"c21","269",uncommon,m,Owned,Non-foil,false,,,"Faithful Looting","",89643
"Beacon Bolt",3,"Sorcery",RU,"grn","154",uncommon,m,Owned,Non-foil,false,,,"Faithful Looting","",69681
"The Royal Scions",3,"Legendary Planeswalker - Will Rowan",RU,"eld","199",mythic,m,Owned,Non-foil,false,,,"Faithful Looting","",78542
"Crackling Drake",4,"Creature - Drake",RU,"c20","206",uncommon,m,Owned,Non-foil,false,,,"Faithful Looting","",
"Niv-Mizzet, the Firemind",6,"Legendary Creature - Dragon Wizard",RU,"a25","210",rare,m,Owned,Non-foil,false,,,"Faithful Looting","",67334
"Island",0,"Basic Land - Island",U,"eld","255",common,l,Owned,Non-foil,false,,,"Faithful Looting","",78656
"Island",0,"Basic Land - Island",U,"eld","255",common,l,Owned,Non-foil,false,,,"Faithful Looting","",78656
"Mountain",0,"Basic Land - Mountain",R,"2ed","298",common,l,Owned,Non-foil,false,,,"Faithful Looting","",
"Mountain",0,"Basic Land - Mountain",R,"2ed","298",common,l,Owned,Non-foil,false,,,"Faithful Looting","",
"Riverglide Pathway",0,"Land",RU,"slu","20",rare,l,Owned,Non-foil,false,,,"Faithful Looting","",
"Spirebluff Canal",0,"Land",UR,"kld","249",rare,l,Owned,Non-foil,false,,,"Faithful Looting","",61851
"Steam Vents",0,"Land - Island Mountain",RU,"gpt","164",rare,l,Owned,Non-foil,false,,,"Faithful Looting","",23739
"Sulfur Falls",0,"Land",RU,"isd","248",rare,l,Owned,Non-foil,false,,,"Faithful Looting","",42668
"Temple of Epiphany",0,"Land",UR,"m20","253",rare,l,Owned,Non-foil,false,,,"Faithful Looting","",73405
"Thriving Isle",0,"Land",U,"jmp","36",common,l,Owned,Non-foil,false,,,"Faithful Looting","",81819
"Dispatch",1,"Instant",W,"mm2","15",uncommon,w,Owned,Non-foil,false,,,"Forgemasters","",57324
"Kor Outfitter",2,"Creature - Kor Soldier",W,"zen","21",common,w,Owned,Non-foil,false,,,"Forgemasters","",34586
"Open the Armory",2,"Sorcery",W,"soi","32",uncommon,w,Owned,Non-foil,false,,,"Forgemasters","",59966
"Puresteel Paladin",2,"Creature - Human Knight",W,"2xm","26",rare,w,Owned,Non-foil,false,,,"Forgemasters","",82086
"Sram, Senior Edificer",2,"Legendary Creature - Dwarf Advisor",W,"aer","23",rare,w,Owned,Non-foil,false,,,"Forgemasters","",62603
"Stoneforge Mystic",2,"Creature - Kor Artificer",W,"wwk","20",rare,w,Owned,Non-foil,false,,,"Forgemasters","",35737
"Godsend",3,"Legendary Artifact - Equipment",W,"jou","12",mythic,w,Owned,Non-foil,false,,,"Forgemasters","",52136
"Balan, Wandering Knight",4,"Legendary Creature - Cat Knight",W,"c17","2",rare,w,Owned,Non-foil,false,,,"Forgemasters","",
"Halvar, God of Battle",4,"Legendary Creature - God",W,"khm","15",mythic,w,Owned,Non-foil,false,,,"Forgemasters","",87351
"Stonehewer Giant",5,"Creature - Giant Warrior",W,"2xm","32",rare,w,Owned,Non-foil,false,,,"Forgemasters","",82098
"Colossus Hammer",1,"Artifact - Equipment",,"m20","223",uncommon,c,Owned,Non-foil,false,,,"Forgemasters","",73345
"Swiftfoot Boots",2,"Artifact - Equipment",,"c18","225",uncommon,c,Owned,Non-foil,false,,,"Forgemasters","",
"Sword of Fire and Ice",3,"Artifact - Equipment",,"2xm","297",mythic,c,Owned,Non-foil,false,,,"Forgemasters","",82628
"Sword of Light and Shadow",3,"Artifact - Equipment",,"dst","149",rare,c,Owned,Non-foil,false,,,"Forgemasters","",20539
"Hammer of Nazahn",4,"Legendary Artifact - Equipment",,"c17","51",rare,c,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Forgemasters","",
"Thriving Heath",0,"Land",W,"jmp","35",common,l,Owned,Non-foil,false,,,"Forgemasters","",81817
"Secure the Wastes",1,"Instant",W,"dtk","36",rare,w,Owned,Non-foil,false,,,"Free Love","",55990
"Luminarch Ascension",2,"Enchantment",W,"a25","23",rare,w,Owned,Non-foil,false,,,"Free Love","",66960
"Glorious Anthem",3,"Enchantment",W,"m21","21",rare,w,Owned,Non-foil,false,,,"Free Love","",81269
"Felidar Retreat",4,"Enchantment",W,"znr","16",rare,w,Owned,Non-foil,false,,,"Free Love","",82969
"Elspeth, Sun's Champion",6,"Legendary Planeswalker - Elspeth",W,"ddo","1",mythic,w,Owned,Non-foil,false,,,"Free Love","",
"Bramble Sovereign",4,"Creature - Dryad",G,"bbd","65",mythic,g,Owned,Non-foil,false,,,"Free Love","",68858
"Parallel Lives",4,"Enchantment",G,"isd","199",rare,g,Owned,Non-foil,false,,,"Free Love","",42790
"Call of the Conclave",2,"Sorcery",GW,"gk1","109",uncommon,m,Owned,Non-foil,false,,,"Free Love","",
"Talisman of Unity",2,"Artifact",WG,"mrd","257",uncommon,m,Owned,Non-foil,false,,,"Free Love","",19685
"Knight of Autumn",3,"Creature - Dryad Knight",GW,"grn","183",rare,m,Owned,Non-foil,false,,,"Free Love","",69739
"Wayfaring Temple",3,"Creature - Elemental",GW,"mm3","202",uncommon,m,Owned,Non-foil,false,,,"Free Love","",63377
"Growing Ranks",4,"Enchantment",GW,"rtr","217",rare,m,Owned,Non-foil,false,,,"Free Love","",46759
"Trostani, Selesnya's Voice",4,"Legendary Creature - Dryad",GW,"gk1","102",mythic,m,Owned,Non-foil,false,,,"Free Love","",
"Sigarda, Heron's Grace",5,"Legendary Creature - Angel",GW,"soi","250",mythic,m,Owned,Non-foil,false,,,"Free Love","",59980
"Trostani Discordant",5,"Legendary Creature - Dryad",GW,"grn","208",mythic,m,Owned,Non-foil,false,,,"Free Love","",69789
"Branchloft Pathway",0,"Land",GW,"znr","258",rare,l,Owned,Non-foil,false,,,"Free Love","",83511
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Free Love","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Free Love","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Free Love","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Free Love","",
"Razorverge Thicket",0,"Land",WG,"som","228",rare,l,Owned,Non-foil,false,,,"Free Love","",38299
"Sunpetal Grove",0,"Land",GW,"m12","229",rare,l,Owned,Non-foil,false,,,"Free Love","",41229
"Temple Garden",0,"Land - Forest Plains",GW,"grn","258",rare,l,Owned,Non-foil,false,,,"Free Love","",69929
"Temple of Plenty",0,"Land",WG,"thb","248",rare,l,Owned,Non-foil,false,,,"Free Love","",79620
"Thriving Heath",0,"Land",W,"jmp","35",common,l,Owned,Non-foil,false,,,"Free Love","",81817
"Hold the Gates",3,"Enchantment",W,"gtc","16",uncommon,w,Owned,Non-foil,false,,,"Gates Ablaze","",47733
"Guild Summit",3,"Enchantment",U,"grn","41",uncommon,u,Owned,Non-foil,false,,,"Gates Ablaze","",69455
"Opal Lake Gatekeepers",4,"Creature - Vedalken Soldier",U,"dgm","16",common,u,Owned,Non-foil,false,,,"Gates Ablaze","",48504
"Ubul Sar Gatekeepers",4,"Creature - Zombie Soldier",B,"dgm","30",common,b,Owned,Non-foil,false,,,"Gates Ablaze","",48486
"Gates Ablaze",3,"Sorcery",R,"rna","102",uncommon,r,Owned,Non-foil,false,,,"Gates Ablaze","",71204
"Open the Gates",1,"Sorcery",G,"rna","133",common,g,Owned,Non-foil,false,,,"Gates Ablaze","",71266
"Gatecreeper Vine",2,"Creature - Plant",G,"rtr","124",common,g,Owned,Non-foil,false,,,"Gates Ablaze","",46347
"Greenside Watcher",2,"Creature - Elf Druid",G,"gtc","122",common,g,Owned,Non-foil,false,,,"Gates Ablaze","",47875
"District Guide",3,"Creature - Elf Scout",G,"grn","128",uncommon,g,Owned,Non-foil,false,,,"Gates Ablaze","",69629
"Gatebreaker Ram",3,"Creature - Sheep",G,"rna","126",uncommon,g,Owned,Non-foil,false,,,"Gates Ablaze","",71252
"Circuitous Route",4,"Sorcery",G,"grn","125",uncommon,g,Owned,Non-foil,false,,,"Gates Ablaze","",69623
"Saruli Gatekeepers",4,"Creature - Elf Warrior",G,"dgm","48",common,g,Owned,Non-foil,false,,,"Gates Ablaze","",48490
"Golos, Tireless Pilgrim",5,"Legendary Artifact Creature - Scout",BGRUW,"m20","226",rare,m,Owned,Non-foil,false,,,"Gates Ablaze","",73351
"Gate Colossus",8,"Artifact Creature - Construct",,"rna","232",uncommon,c,Owned,Non-foil,false,,,"Gates Ablaze","",71504
"Azorius Guildgate",0,"Land - Gate",UW,"c13","275",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",51248
"Boros Guildgate",0,"Land - Gate",RW,"c17","240",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",
"Dimir Guildgate",0,"Land - Gate",BU,"znc","127",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",
"Golgari Guildgate",0,"Land - Gate",BG,"dgm","149",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",48368
"Gruul Guildgate",0,"Land - Gate",GR,"dgm","150",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",48358
"Izzet Guildgate",0,"Land - Gate",RU,"dgm","151",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",48376
"Maze's End",0,"Land",,"dgm","152",mythic,l,Owned,Non-foil,false,,,"Gates Ablaze","",48506
"Orzhov Guildgate",0,"Land - Gate",BW,"gtc","244",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",47621
"Rakdos Guildgate",0,"Land - Gate",BR,"dgm","154",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",48374
"Selesnya Guildgate",0,"Land - Gate",GW,"c13","321",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",51246
"Simic Guildgate",0,"Land - Gate",GU,"c15","306",common,l,Owned,Non-foil,false,,,"Gates Ablaze","",
"Aspect of Hydra",1,"Instant",G,"bng","117",common,g,Owned,Non-foil,false,,,"Hail Hydra","",51557
"Hungering Hydra",1,"Creature - Hydra",G,"m19","189",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",68539
"Ancient Animus",2,"Instant",G,"cmr","215",common,g,Owned,Non-foil,false,,,"Hail Hydra","",85212
"Hooded Hydra",2,"Creature - Snake Hydra",G,"ktk","136",mythic,g,Owned,Non-foil,false,,,"Hail Hydra","",54410
"Inscription of Abundance",2,"Instant",G,"znr","186",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",83357
"Steelbane Hydra",2,"Creature - Turtle Hydra",G,"eld","322",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",78704
"Voracious Hydra",2,"Creature - Hydra",G,"m20","200",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",73299
"Hydra's Growth",3,"Enchantment - Aura",G,"thb","172",uncommon,g,Owned,Non-foil,false,,,"Hail Hydra","",79468
"Invigorating Surge",3,"Instant",G,"m21","190",uncommon,g,Owned,Non-foil,false,,,"Hail Hydra","",81607
"Managorger Hydra",3,"Creature - Hydra",G,"ori","186",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",58088
"Polukranos, World Eater",4,"Legendary Creature - Hydra",G,"ths","172",mythic,g,Owned,Non-foil,false,,,"Hail Hydra","",50628
"Kalonian Hydra",5,"Creature - Hydra",G,"c16","154",mythic,g,Owned,Non-foil,false,,,"Hail Hydra","",
"Gargos, Vicious Watcher",6,"Legendary Creature - Hydra",G,"m20","172",rare,g,Owned,Non-foil,false,,,"Hail Hydra","",73243
"Apex Devastator",10,"Creature - Chimera Hydra",G,"cmr","217",mythic,g,Owned,Non-foil,false,,,"Hail Hydra","",85216
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Hail Hydra","",
"Thriving Grove",0,"Land",G,"jmp","34",common,l,Owned,Non-foil,false,,,"Hail Hydra","",81815
"Anafenza, Kin-Tree Spirit",2,"Legendary Creature - Spirit Soldier",W,"dtk","2",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",55978
"Clarion Spirit",2,"Creature - Spirit",W,"khm","6",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",87331
"Kataki, War's Wage",2,"Legendary Creature - Spirit",W,"mma","20",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",48998
"Spirit Bonds",2,"Enchantment",W,"m15","37",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",53522
"Afterlife",3,"Instant",W,"c14","64",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",54753
"Bygone Bishop",3,"Creature - Spirit Cleric",W,"soi","8",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",60212
"Hanged Executioner",3,"Creature - Spirit",W,"m20","22",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",72943
"Midnight Haunting",3,"Instant",W,"c14","80",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",54959
"Nikko-Onna",3,"Creature - Spirit",W,"sok","21",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",22120
"Skyclave Apparition",3,"Creature - Kor Spirit",W,"znr","39",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",83023
"Spirit en-Dal",3,"Creature - Spirit",W,"fut","17",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",26788
"Twilight Drover",3,"Creature - Spirit",W,"ddk","9",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",48171
"Celestial Crusader",4,"Creature - Spirit",W,"c14","68",uncommon,w,Owned,Non-foil,false,,,"Haunting Hour","",55308
"Windborn Muse",4,"Creature - Spirit",W,"lgn","28",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",18599
"Oyobi, Who Split the Heavens",7,"Legendary Creature - Spirit",W,"bok","18",rare,w,Owned,Non-foil,false,,,"Haunting Hour","",21635
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Haunting Hour","",
"Thriving Heath",0,"Land",W,"jmp","35",common,l,Owned,Non-foil,false,,,"Haunting Hour","",81817
"Youthful Valkyrie",2,"Creature - Angel",W,"khm","382",uncommon,w,Owned,Non-foil,false,,,"Holy Legion","",87287
"Jeska's Will",3,"Sorcery",R,"cmr","187",rare,r,Owned,Non-foil,false,,,"Holy Legion","",85156
"Seething Song",3,"Instant",R,"9ed","216",common,r,Owned,Non-foil,false,,,"Holy Legion","",22807
"Irencrag Feat",4,"Sorcery",R,"eld","127",rare,r,Owned,Non-foil,false,,,"Holy Legion","",78380
"Akroma, Angel of Fury",8,"Legendary Creature - Angel",R,"a25","119",mythic,r,Owned,Non-foil,false,,,"Holy Legion","",67152
"Justice Strike",2,"Instant",RW,"grn","182",uncommon,m,Owned,Non-foil,false,,,"Holy Legion","",69737
"Talisman of Conviction",2,"Artifact",WR,"mh1","230",uncommon,m,Owned,Non-foil,false,,,"Holy Legion","",72832
"Chance for Glory",3,"Instant",RW,"grn","159",mythic,m,Owned,Non-foil,false,,,"Holy Legion","",69691
"Deafening Clarion",3,"Sorcery",RW,"grn","165",rare,m,Owned,Non-foil,false,,,"Holy Legion","",69703
"Aurelia, Exemplar of Justice",4,"Legendary Creature - Angel",RW,"grn","153",mythic,m,Owned,Non-foil,false,,,"Holy Legion","",69679
"Firemane Avenger",4,"Creature - Angel",RW,"gk1","89",rare,m,Owned,Non-foil,false,,,"Holy Legion","",
"Anya, Merciless Angel",5,"Legendary Creature - Angel",RW,"cm2","8",mythic,m,Owned,Non-foil,false,,,"Holy Legion","",
"Basandra, Battle Seraph",5,"Legendary Creature - Angel",RW,"cma","174",rare,m,Owned,Non-foil,false,,,"Holy Legion","",
"Aurelia, the Warleader",6,"Legendary Creature - Angel",RW,"gk1","77",mythic,m,Owned,Non-foil,false,,,"Holy Legion","",
"Gisela, Blade of Goldnight",7,"Legendary Creature - Angel",RW,"cm2","9",mythic,m,Owned,Non-foil,false,,,"Holy Legion","",
"Clifftop Retreat",0,"Land",RW,"dom","239",rare,l,Owned,Non-foil,false,,,"Holy Legion","",67943
"Inspiring Vantage",0,"Land",WR,"kld","246",rare,l,Owned,Non-foil,false,,,"Holy Legion","",61855
"Mountain",0,"Basic Land - Mountain",R,"2ed","298",common,l,Owned,Non-foil,false,,,"Holy Legion","",
"Mountain",0,"Basic Land - Mountain",R,"2ed","298",common,l,Owned,Non-foil,false,,,"Holy Legion","",
"Needleverge Pathway",0,"Land",RW,"znr","263",rare,l,Owned,Non-foil,false,,,"Holy Legion","",83529
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Holy Legion","",
"Plains",0,"Basic Land - Plains",W,"cma","292",common,l,Owned,Non-foil,false,,,"Holy Legion","",
"Sacred Foundry",0,"Land - Mountain Plains",RW,"gtc","245",rare,l,Owned,Non-foil,false,,,"Holy Legion","",47815
"Temple of Triumph",0,"Land",WR,"m21","256",rare,l,Owned,Non-foil,false,,,"Holy Legion","",81739
"Thriving Bluff",0,"Land",R,"jmp","33",common,l,Owned,Non-foil,false,,,"Holy Legion","",81813
"Thoughtbound Phantasm",1,"Creature - Spirit",U,"grn","55",uncommon,u,Owned,Non-foil,false,,,"House of Spies","",69483
"Enhanced Surveillance",2,"Enchantment",U,"grn","40",uncommon,u,Owned,Non-foil,false,,,"House of Spies","",69453
"Nightveil Sprite",2,"Creature - Faerie Rogue",U,"grn","48",uncommon,u,Owned,Non-foil,false,,,"House of Spies","",69469
"Unexplained Disappearance",2,"Instant",U,"grn","56",common,u,Owned,Non-foil,false,,,"House of Spies","",69485
"Sinister Sabotage",3,"Instant",U,"grn","54",uncommon,u,Owned,Non-foil,false,,,"House of Spies","",69481
"Dream Eater",6,"Creature - Nightmare Sphinx",U,"grn","38",mythic,u,Owned,Non-foil,false,,,"House of Spies","",69449
"Blood Operative",3,"Creature - Vampire Assassin",B,"grn","63",rare,b,Owned,Non-foil,false,,,"House of Spies","",69499
"Price of Fame",4,"Instant",B,"znc","52",uncommon,b,Owned,Non-foil,false,,,"House of Spies","",
"Dimir Spybug",2,"Creature - Insect",BU,"grn","166",uncommon,m,Owned,Non-foil,false,,,"House of Spies","",69705
"House Guildmage",2,"Creature - Human Wizard",BU,"grn","177",uncommon,m,Owned,Non-foil,false,,,"House of Spies","",69727
"Lazav, the Multifarious",2,"Legendary Creature - Shapeshifter",BU,"plist","216",mythic,m,Owned,Non-foil,false,,,"House of Spies","",
"Talisman of Dominance",2,"Artifact",UB,"e01","90",uncommon,m,Owned,Non-foil,false,,,"House of Spies","",
"Thought Erasure",2,"Sorcery",BU,"grn","206",uncommon,m,Owned,Non-foil,false,,,"House of Spies","",69785
"Notion Rain",3,"Sorcery",BU,"grn","193",common,m,Owned,Non-foil,false,,,"House of Spies","",69759
"Whisper Agent",3,"Creature - Human Rogue",BU,"grn","220",common,m,Owned,Non-foil,false,,,"House of Spies","",69813
"Clearwater Pathway",0,"Land",BU,"slu","15",rare,l,Owned,Non-foil,false,,,"House of Spies","",
"Darkslick Shores",0,"Land",UB,"som","226",rare,l,Owned,Non-foil,false,,,"House of Spies","",38291
"Drowned Catacomb",0,"Land",BU,"e01","94",rare,l,Owned,Non-foil,false,,,"House of Spies","",
"Island",0,"Basic Land - Island",U,"eld","255",common,l,Owned,Non-foil,false,,,"House of Spies","",78656
"Island",0,"Basic Land - Island",U,"eld","255",common,l,Owned,Non-foil,false,,,"House of Spies","",78656
"Swamp",0,"Basic Land - Swamp",B,"jmp","59",common,l,Owned,Non-foil,false,,,"House of Spies","",
"Swamp",0,"Basic Land - Swamp",B,"jmp","59",common,l,Owned,Non-foil,false,,,"House of Spies","",
"Temple of Deceit",0,"Land",UB,"ths","225",rare,l,Owned,Non-foil,false,,,"House of Spies","",50264
"Thriving Moor",0,"Land",B,"jmp","37",common,l,Owned,Non-foil,false,,,"House of Spies","",81821
"Watery Grave",0,"Land - Island Swamp",BU,"rav","286",rare,l,Owned,Non-foil,false,,,"House of Spies","",23586
"Joraga Treespeaker",1,"Creature - Elf Druid",G,"roe","190",uncommon,g,Owned,Non-foil,false,,,"Impervious Elves","",36408
"Llanowar Elves",1,"Creature - Elf Druid",G,"m12","182",common,g,Owned,Non-foil,false,,,"Impervious Elves","",41605
"Wildest Dreams",1,"Sorcery",G,"kld","174",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",61757
"Elvish Visionary",2,"Creature - Elf Shaman",G,"ori","175",common,g,Owned,Non-foil,false,,,"Impervious Elves","",57630
"Priest of Titania",2,"Creature - Elf Druid",G,"cma","136",common,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Rabid Bite",2,"Sorcery",G,"soi","223",common,g,Owned,Non-foil,false,,,"Impervious Elves","",59950
"Wildborn Preserver",2,"Creature - Elf Archer",G,"eld","182",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",78508
"Elvish Archdruid",3,"Creature - Elf Druid",G,"ddu","5",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Imperious Perfect",3,"Creature - Elf Warrior",G,"plist","177",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Nissa, Vastwood Seer",3,"Legendary Creature - Elf Scout",G,"v17","15",mythic,g,Owned,Non-foil,false,,,"Impervious Elves","",66447
"Reclamation Sage",3,"Creature - Elf Shaman",G,"c18","159",uncommon,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Wood Elves",3,"Creature - Elf Scout",G,"khc","80",common,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Beast Whisperer",4,"Creature - Elf Druid",G,"c20","167",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",
"Canopy Tactician",4,"Creature - Elf Warrior",G,"khm","378",rare,g,Owned,Non-foil,false,,,"Impervious Elves","",87279
"Door of Destinies",4,"Artifact",,"m14","208",rare,c,Owned,Non-foil,false,,,"Impervious Elves","",49139
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Forest",0,"Basic Land - Forest",G,"ddr","35",common,l,Owned,Non-foil,false,,,"Impervious Elves","",
"Thriving Grove",0,"Land",G,"jmp","34",common,l,Owned,Non-foil,false,,,"Impervious Elves","",81815
"Wirewood Lodge",0,"Land",G,"dd1","26",uncommon,l,Owned,Non-foil,false,,,"Impervious Elves","",28896
"Jade Bearer",1,"Creature - Merfolk Shaman",G,"rix","134",common,g,Owned,Non-foil,false,,,"Jungle Explorers","",66721
"Kumena's Speaker",1,"Creature - Merfolk Shaman",G,"xln","196",uncommon,g,Owned,Non-foil,false,,,"Jungle Explorers","",65412
"Deeproot Champion",2,"Creature - Merfolk Shaman",G,"xln","185",rare,g,Owned,Non-foil,false,,,"Jungle Explorers","",65388
"Deeproot Elite",2,"Creature - Merfolk Warrior",G,"rix","127",rare,g,Owned,Non-foil,false,,,"Jungle Explorers","",66707
"Epic Confrontation",2,"Sorcery",G,"a25","170",common,g,Owned,Non-foil,false,,,"Jungle Explorers","",67254
